time,open,high,low,close,volume,ticker
2024-06-21 09:01:00,7100,7100,7100,7100,20800,MGC
2024-06-21 09:34:00,11000,11000,11000,11000,100,TYA
2024-06-21 09:15:00,109500,109500,109400,109500,7000,BMP
2024-06-21 09:11:00,12300,12300,12300,12300,100,BLI
2024-06-21 09:07:00,13900,13900,13900,13900,300,IPA
2024-06-21 10:08:00,17300,17300,17300,17300,300,TSG
2024-06-21 09:00:00,26000,26000,26000,26000,800,CST
2024-06-21 09:15:00,5700,5700,5700,5700,3100,C47
2024-06-21 09:37:00,25900,25900,25900,25900,100,INC
2024-06-21 10:52:00,10100,10100,10100,10100,1000,VCC
2024-06-21 09:15:00,28100,28150,28100,28150,7300,ELC
2024-06-21 09:15:00,12750,12750,12750,12750,17400,HHV
2024-06-21 10:48:00,26700,26700,26700,26700,800,HPD
2024-06-21 09:20:00,6760,6760,6760,6760,100,PHC
2024-06-21 09:13:00,9800,9800,9800,9800,500,DHB
2024-06-21 09:00:00,26800,26800,26800,26800,20000,DSC
2024-06-21 11:00:00,13000,13000,13000,13000,600,ALT
2024-06-21 09:00:00,34200,34200,33800,33800,6100,MBS
2024-06-21 09:15:00,29350,29350,29200,29200,55300,HPG
2024-06-21 09:15:00,26800,26800,26500,26500,40100,TVS
2024-06-21 10:05:00,1100,1100,1100,1100,500,PXA
2024-06-21 10:05:00,23600,23600,23600,23600,1500,TV1
2024-06-21 09:25:00,20000,20000,20000,20000,600,MCO
2024-06-21 09:15:00,10550,10550,10550,10550,2000,KHP
2024-06-21 09:52:00,29300,29300,29300,29300,700,CBS
2024-06-21 09:00:00,8500,8500,8500,8500,100,BBT
2024-06-21 09:10:00,20600,20600,20600,20600,100,TOW
2024-06-21 09:15:00,21020,21210,21020,21200,150600,FUESSVFL
2024-06-21 09:15:00,16500,16500,16450,16450,10900,SJD
2024-06-21 09:16:00,3620,3650,3620,3650,400,JVC
2024-06-21 09:17:00,6200,6200,6200,6200,1100,NDX
2024-06-21 09:08:00,19400,19400,19400,19400,1500,HD6
2024-06-21 09:26:00,32000,32000,32000,32000,500,GLT
2024-06-21 09:31:00,4300,4300,4300,4300,800,DTC
2024-06-21 10:05:00,1300,1300,1300,1300,16000,TOP
2024-06-21 09:01:00,1100,1100,1100,1100,100,FTM
2024-06-21 09:16:00,16400,16500,16400,16500,15100,SJD
2024-06-21 09:18:00,8300,8300,8300,8300,600,VC1
2024-06-21 09:21:00,14400,14400,14400,14400,20000,PXL
2024-06-21 09:15:00,2810,2810,2810,2810,24000,LDG
2024-06-21 09:13:00,16800,16800,16800,16800,1000,CKV
2024-06-21 09:22:00,13200,13200,13200,13200,700,HAC
2024-06-21 09:18:00,2300,2300,2300,2300,500,DDM
2024-06-21 09:39:00,12400,12400,12400,12400,900,BHI
2024-06-21 09:19:00,42900,42900,42900,42900,100,BTW
2024-06-21 09:15:00,28650,29000,28650,29000,14300,PET
2024-06-21 09:38:00,11950,11950,11950,11950,900,TCO
2024-06-21 09:15:00,57500,57500,57500,57500,8400,VPI
2024-06-21 09:03:00,26100,26100,26100,26100,2000,DSC
2024-06-21 09:00:00,8500,8900,8500,8700,20000,ONE
2024-06-21 09:36:00,44000,44000,44000,44000,100,TNC
2024-06-21 09:23:00,6800,6800,6800,6800,100,TL4
2024-06-21 09:00:00,8100,8400,8100,8400,22800,TVN
2024-06-21 09:24:00,3000,3000,3000,3000,100,AGF
2024-06-21 09:15:00,37750,37800,37650,37700,254700,VHM
2024-06-21 09:00:00,3400,3400,3400,3400,60800,PVL
2024-06-21 09:00:00,5000,5000,5000,5000,100,VTL
2024-06-21 09:03:00,2800,2800,2800,2800,11200,BOT
2024-06-21 09:15:00,9200,9200,9200,9200,5000,YEG
2024-06-21 10:21:00,23500,23500,23500,23500,100,GSM
2024-06-21 09:36:00,600000,600000,600000,600000,100,VNZ
2024-06-21 09:29:00,7000,7000,7000,7000,100,PGN
2024-06-21 09:15:00,75500,75500,75100,75100,1600,VHC
2024-06-21 10:38:00,1800,1800,1800,1800,100,SCC
2024-06-21 09:07:00,10300,10300,10300,10300,200,UNI
2024-06-21 09:00:00,4100,4100,4100,4100,100,PAS
2024-06-21 09:15:00,29300,29300,29300,29300,6100,HDC
2024-06-21 09:09:00,18900,18900,18900,18900,100,XMP
2024-06-21 09:00:00,2300,2300,2200,2200,1400,BVG
2024-06-21 09:20:00,7500,7500,7500,7500,1000,TS3
2024-06-21 09:22:00,11500,11500,11500,11500,300,HIG
2024-06-21 09:16:00,15500,15500,15500,15500,2000,VPG
2024-06-21 09:22:00,33600,33600,33600,33600,500,BWS
2024-06-21 09:57:00,9000,9000,9000,9000,100,QNW
2024-06-21 09:21:00,13600,13600,13600,13600,1300,GSP
2024-06-21 09:15:00,94800,95400,94800,95300,19500,SIP
2024-06-21 09:38:00,8000,8000,8000,8000,1000,DDN
2024-06-21 09:15:00,5320,5320,5320,5320,84000,ITA
2024-06-21 09:15:00,45000,45000,45000,45000,6800,FTS
2024-06-21 09:28:00,18100,18100,18100,18100,200,VUA
2024-06-21 09:18:00,18400,18400,18400,18400,100,HUB
2024-06-21 09:00:00,76000,76100,75000,76000,13800,MFS
2024-06-21 09:15:00,8029,8100,8029,8100,20100,TLH
2024-06-21 10:25:00,40500,40500,40500,40500,200,CLL
2024-06-21 09:16:00,98100,98100,98000,98000,1500,PNJ
2024-06-21 09:17:00,29000,29000,29000,29000,300,SKH
2024-06-21 09:00:00,3200,3200,3200,3200,100,SD6
2024-06-21 09:16:00,2810,2810,2810,2810,5100,LDG
2024-06-21 09:04:00,11700,11700,11700,11700,800,NAG
2024-06-21 09:32:00,4400,4400,4400,4400,300,PTV
2024-06-21 09:00:00,1200,1200,1200,1200,100,VKC
2024-06-21 10:29:00,12450,12450,12450,12450,100,NHT
2024-06-21 09:19:00,3650,3650,3650,3650,300,JVC
2024-06-21 09:41:00,7100,7100,7100,7100,200,FCS
2024-06-21 09:06:00,5000,5000,5000,5000,500,GPC
2024-06-21 09:00:00,1100,1100,1100,1100,200,QBS
2024-06-21 09:23:00,4400,4400,4400,4400,1000,VE8
2024-06-21 09:30:00,69900,69900,69900,69900,1800,LAI
2024-06-21 09:01:00,26500,26500,26500,26500,300,HMR
2024-06-21 09:20:00,12200,12200,12200,12200,2000,KLB
2024-06-21 10:41:00,23100,23100,23100,23100,100,GSM
2024-06-21 09:15:00,6090,6090,6090,6090,6300,PSH
2024-06-21 09:22:00,13600,13650,13600,13650,3400,GSP
2024-06-21 09:15:00,23050,23050,23050,23050,7900,VDS
2024-06-21 09:00:00,600,600,600,600,1000,G20
2024-06-21 09:15:00,158500,158500,158500,158500,10100,CTR
2024-06-21 09:23:00,11700,11700,11700,11700,300,HIG
2024-06-21 09:32:00,3600,3600,3600,3600,11200,EIN
2024-06-21 09:14:00,50300,50300,50300,50300,200,INN
2024-06-21 09:32:00,11800,11800,11800,11800,200,PPS
2024-06-21 09:42:00,19300,19300,19300,19300,200,ASG
2024-06-21 09:09:00,40200,40200,40200,40200,1500,KSF
2024-06-21 09:00:00,2400,2400,2300,2400,53900,PVX
2024-06-21 09:00:00,38500,38500,38500,38500,400,GEE
2024-06-21 09:23:00,18400,18400,18400,18400,100,HUB
2024-06-21 10:15:00,3900,3900,3900,3900,100,VHH
2024-06-21 10:02:00,13000,13000,13000,13000,100,HLR
2024-06-21 09:13:00,1100,1100,1100,1100,500,VLF
2024-06-21 09:15:00,96000,96000,95500,95500,18300,VTP
2024-06-21 09:15:00,19700,19750,19700,19750,186100,VPB
2024-06-21 09:15:00,66900,66900,66800,66900,12200,REE
2024-06-21 09:15:00,6000,6000,6000,6000,100,TPC
2024-06-21 09:30:00,6500,6500,6300,6300,2500,MEL
2024-06-21 09:15:00,103900,104000,103900,103900,118100,VJC
2024-06-21 10:13:00,4100,4100,4100,4100,100,RIC
2024-06-21 09:15:00,24600,24600,24600,24600,100,OPC
2024-06-21 09:23:00,23000,23000,23000,23000,100,CLH
2024-06-21 09:10:00,10900,10900,10900,10900,100,SHE
2024-06-21 10:20:00,5900,5900,5900,5900,400,FSO
2024-06-21 09:52:00,6700,6700,6700,6700,100,VNY
2024-06-21 10:13:00,4400,4400,4400,4400,400,PTV
2024-06-21 09:15:00,58600,58600,58300,58300,16400,KDC
2024-06-21 09:23:00,40300,40300,40300,40300,500,IDV
2024-06-21 09:15:00,9200,9220,9200,9220,50800,TVB
2024-06-21 09:00:00,28800,28800,28700,28800,16400,CMT
2024-06-21 09:29:00,19700,19700,19700,19700,200,PCE
2024-06-21 09:25:00,39100,39100,39100,39100,1000,L18
2024-06-21 09:15:00,28000,28000,28000,28000,400,MCP
2024-06-21 09:08:00,34800,34800,34800,34800,200,SWC
2024-06-21 09:15:00,63300,63300,63300,63300,20500,DGW
2024-06-21 09:14:00,250000,250000,250000,250000,100,IDP
2024-06-21 09:07:00,2600,2600,2600,2600,46000,PXI
2024-06-21 09:16:00,5000,5000,5000,5000,1000,BLF
2024-06-21 09:00:00,10100,10100,10000,10100,72100,TVC
2024-06-21 09:15:00,73100,73100,73100,73100,7500,IMP
2024-06-21 09:00:00,29400,30000,29400,30000,3200,PHP
2024-06-21 09:14:00,5300,5300,5300,5300,4100,ICF
2024-06-21 09:26:00,5800,5800,5800,5800,100,C92
2024-06-21 09:09:00,10400,10400,10400,10400,1000,BMS
2024-06-21 09:18:00,8800,8850,8800,8850,2800,DHM
2024-06-21 10:51:00,11000,11000,11000,11000,100,TYA
2024-06-21 10:02:00,5800,5800,5800,5800,300,TL4
2024-06-21 09:00:00,800,900,800,900,137200,MPT
2024-06-21 09:15:00,62600,62600,62300,62300,6200,SAB
2024-06-21 09:40:00,11000,11000,11000,11000,100,CMC
2024-06-21 09:16:00,24000,24000,24000,24000,100,VET
2024-06-21 09:30:00,9000,9000,9000,9000,200,BIG
2024-06-21 09:01:00,10200,10200,10200,10200,2500,TVC
2024-06-21 09:00:00,96900,96900,96900,96900,300,PAT
2024-06-21 09:15:00,10700,10700,10700,10700,3800,VRC
2024-06-21 09:18:00,17400,17400,17400,17400,5100,CTI
2024-06-21 09:01:00,4500,4500,4500,4500,100,CPI
2024-06-21 09:07:00,15300,15300,15300,15300,100,GIC
2024-06-21 09:12:00,7600,7600,7600,7600,100,APS
2024-06-21 09:21:00,15800,15800,15800,15800,200,FUEMAV30
2024-06-21 09:29:00,25200,25200,25200,25200,800,HLD
2024-06-21 09:15:00,71000,71000,71000,71000,600,CAV
2024-06-21 09:54:00,7900,7900,7900,7900,200,DDN
2024-06-21 09:43:00,6400,6400,6400,6400,100,MTL
2024-06-21 09:17:00,38700,38700,38700,38700,500,KOS
2024-06-21 09:32:00,15700,15700,15700,15700,300,CMW
2024-06-21 09:00:00,25800,25800,25800,25800,4200,TNG
2024-06-21 09:21:00,8500,8500,8500,8500,200,POV
2024-06-21 09:58:00,63700,63700,62300,62300,200,DP3
2024-06-21 09:13:00,12900,12900,12900,12900,600,SID
2024-06-21 09:02:00,23800,23800,23800,23800,800,CNT
2024-06-21 09:01:00,29800,29800,29800,29800,200,SAC
2024-06-21 09:00:00,13600,13600,13600,13600,14500,ANT
2024-06-21 09:36:00,19600,19600,19600,19600,600,PCE
2024-06-21 09:18:00,14800,14800,14800,14800,500,HU4
2024-06-21 09:15:00,29650,29700,29650,29700,38100,KBC
2024-06-21 09:00:00,4200,4200,4200,4200,3500,TTH
2024-06-21 09:15:00,49400,49400,49400,49400,400,VSH
2024-06-21 09:07:00,17900,17900,17900,17900,100,CCR
2024-06-21 10:59:00,23100,23500,23100,23500,2200,GSM
2024-06-21 10:22:00,13500,13500,13500,13500,200,ABR
2024-06-21 09:35:00,16700,16700,16700,16700,100,SAV
2024-06-21 09:15:00,14200,14300,14200,14300,200,ACC
2024-06-21 09:11:00,8700,8700,8700,8700,100,HD8
2024-06-21 09:42:00,32100,32100,32000,32000,1000,IFS
2024-06-21 09:09:00,2300,2300,2300,2300,5000,SDY
2024-06-21 09:18:00,49500,49500,49500,49500,700,VSH
2024-06-21 10:42:00,12600,12600,12600,12600,100,EPC
2024-06-21 09:15:00,66500,66500,66200,66200,32700,VNM
2024-06-21 09:00:00,12400,12400,12400,12400,100,NBC
2024-06-21 10:00:00,10400,10400,10400,10400,100,QCC
2024-06-21 09:15:00,50100,50100,50000,50100,35500,NTL
2024-06-21 09:00:00,2900,2900,2900,2900,5000,SRB
2024-06-21 09:14:00,6200,6200,6200,6200,300,NDT
2024-06-21 10:24:00,6100,6100,6100,6100,100,VIE
2024-06-21 09:00:00,18500,19600,17900,19500,30000,ABC
2024-06-21 09:00:00,21500,21700,21300,21700,1700,TTN
2024-06-21 09:16:00,34700,34700,34700,34700,200,SWC
2024-06-21 09:32:00,16550,16550,16550,16550,200,VNL
2024-06-21 09:01:00,35400,35400,35400,35400,100,THD
2024-06-21 09:54:00,13500,13500,13500,13500,100,BVN
2024-06-21 09:01:00,1200,1200,1200,1200,200,DIC
2024-06-21 09:15:00,34000,34000,34000,34000,300,DRC
2024-06-21 09:08:00,69200,69200,69200,69200,1100,SSH
2024-06-21 10:15:00,36300,36300,36300,36300,1500,ACE
2024-06-21 11:01:00,26700,26700,26700,26700,200,HPD
2024-06-21 09:00:00,10400,10400,10400,10400,5400,BDT
2024-06-21 09:02:00,32600,32600,32600,32600,600,MML
2024-06-21 09:02:00,17600,17700,17600,17700,7900,CEO
2024-06-21 09:15:00,16050,16050,16050,16050,7800,NAB
2024-06-21 09:00:00,3500,3500,3500,3500,4200,AMV
2024-06-21 09:05:00,800,800,800,800,10000,HKB
2024-06-21 09:15:00,133900,133900,133800,133800,123000,FPT
2024-06-21 09:19:00,2850,2850,2850,2850,200,LDG
2024-06-21 09:15:00,15750,15750,15750,15750,7300,HAX
2024-06-21 09:15:00,37650,37700,37500,37500,44800,KDH
2024-06-21 09:03:00,13700,13700,13700,13700,100,E29
2024-06-21 10:11:00,5600,5600,5600,5600,100,HU6
2024-06-21 09:15:00,43400,43400,43000,43400,283300,HAH
2024-06-21 09:15:00,11700,11800,11700,11800,48100,LCG
2024-06-21 09:09:00,33300,33300,33200,33200,200,SEA
2024-06-21 09:00:00,22300,22300,22100,22300,1400,LTG
2024-06-21 09:16:00,9230,9280,9230,9280,25200,TVB
2024-06-21 09:15:00,20950,20950,20900,20900,50300,BAF
2024-06-21 09:00:00,900,900,900,900,243400,BII
2024-06-21 09:16:00,32850,32850,32850,32850,100,CTF
2024-06-21 09:15:00,63000,63000,62900,63000,284800,MWG
2024-06-21 09:26:00,35000,35000,35000,35000,300,ABT
2024-06-21 09:15:00,78200,78200,78200,78200,8100,GAS
2024-06-21 09:57:00,40000,40000,40000,40000,100,IDV
2024-06-21 10:18:00,800,800,800,800,100,PVH
2024-06-21 09:00:00,19000,19000,19000,19000,100,SHC
2024-06-21 09:00:00,47700,47700,47700,47700,100,TED
2024-06-21 10:08:00,35000,35000,35000,35000,10000,BWS
2024-06-21 09:03:00,23300,23300,23300,23300,200,LAS
2024-06-21 09:00:00,1000,1100,1000,1100,27000,DCS
2024-06-21 09:00:00,40400,42900,40400,42900,2600,SAS
2024-06-21 09:15:00,5210,5210,5210,5210,4000,VNE
2024-06-21 09:01:00,34300,34300,34300,34300,400,MBS
2024-06-21 09:15:00,70500,70500,70100,70500,55300,CMG
2024-06-21 09:18:00,34000,34000,34000,34000,1400,DRC
2024-06-21 09:15:00,29800,29800,29750,29750,17700,PVT
2024-06-21 09:15:00,14400,14400,14350,14350,18100,GEG
2024-06-21 09:55:00,7900,7900,7900,7900,400,DDN
2024-06-21 09:00:00,24300,24500,24300,24500,200,DVN
2024-06-21 09:15:00,24850,24850,24800,24800,104800,ACB
2024-06-21 09:30:00,7000,7000,7000,7000,900,PGN
2024-06-21 09:16:00,133800,133900,133400,133800,43300,FPT
2024-06-21 09:00:00,8800,8800,8800,8800,300,ICI
2024-06-21 09:09:00,9200,9200,9200,9200,100,ALV
2024-06-21 09:05:00,13200,13200,13200,13200,2800,RCL
2024-06-21 11:10:00,17000,17000,17000,17000,200,CKV
2024-06-21 09:00:00,110500,111000,110500,111000,1100,VGI
2024-06-21 09:02:00,44500,44500,44500,44500,400,BVS
2024-06-21 09:00:00,27800,27800,27800,27800,500,VGP
2024-06-21 10:13:00,23600,23600,23600,23600,200,TV1
2024-06-21 09:00:00,8200,8400,8200,8300,11100,ABB
2024-06-21 09:08:00,11600,11600,11600,11600,1500,DPC
2024-06-21 09:02:00,34300,34300,34300,34300,200,MBS
2024-06-21 09:15:00,6100,6160,6100,6110,89500,HPX
2024-06-21 09:00:00,12200,12300,12100,12300,800,BVB
2024-06-21 09:00:00,34700,34700,34500,34700,11100,TDS
2024-06-21 10:15:00,5800,5800,5800,5800,500,TL4
2024-06-21 09:59:00,39700,39700,39700,39700,100,IDV
2024-06-21 09:15:00,24450,24450,24450,24450,13200,PDR
2024-06-21 09:03:00,62400,62400,62400,62400,1000,IDC
2024-06-21 09:15:00,21100,21100,21100,21100,1000,TCT
2024-06-21 09:00:00,8100,8200,8100,8200,14900,G36
2024-06-21 09:16:00,13250,13250,13250,13250,200,ACL
2024-06-21 09:43:00,3180,3180,3180,3180,100,LGL
2024-06-21 10:07:00,1400,1400,1400,1400,500,BHC
2024-06-21 11:29:00,12800,12800,12800,12800,1000,TV3
2024-06-21 09:30:00,1800,1800,1800,1800,200,VSG
2024-06-21 09:31:00,27300,27300,27300,27300,100,ISH
2024-06-21 09:19:00,8880,8890,8880,8890,2400,DHM
2024-06-21 09:11:00,12600,12600,12600,12600,200,TXM
2024-06-21 09:00:00,6900,7000,6900,6900,87600,IDJ
2024-06-21 09:16:00,12750,12800,12750,12800,1400,HHV
2024-06-21 09:15:00,16700,16750,16700,16750,112700,VND
2024-06-21 09:01:00,38000,38000,38000,38000,300,DTV
2024-06-21 09:35:00,22400,22400,22400,22400,100,SED
2024-06-21 09:15:00,74660,74660,74660,74660,500,NSC
2024-06-21 09:00:00,8000,8000,8000,8000,1000,SD5
2024-06-21 10:07:00,3100,3100,3100,3100,100,TSD
2024-06-21 09:39:00,7000,7000,7000,7000,1100,PGN
2024-06-21 09:22:00,1500,1500,1500,1500,3000,PVV
2024-06-21 09:20:00,14900,14900,14900,14900,100,SGD
2024-06-21 09:15:00,13850,13850,13850,13850,2700,ORS
2024-06-21 10:40:00,25000,25100,25000,25100,700,EID
2024-06-21 10:05:00,12000,12000,12000,12000,3000,MTP
2024-06-21 09:15:00,7490,7490,7490,7490,8200,DXS
2024-06-21 09:00:00,11600,11600,11600,11600,500,CDP
2024-06-21 09:21:00,3360,3360,3360,3360,100,KPF
2024-06-21 09:15:00,41450,41600,41450,41600,32100,VIC
2024-06-21 10:25:00,7200,7200,7200,7200,100,FCS
2024-06-21 10:14:00,4400,4400,4400,4400,3000,RIC
2024-06-21 10:01:00,17000,17000,17000,17000,500,VMD
2024-06-21 09:15:00,56500,56700,56500,56500,16200,BSI
2024-06-21 09:09:00,12500,12500,12500,12500,700,MIC
2024-06-21 09:10:00,2900,2900,2900,2900,100,PXI
2024-06-21 09:02:00,29800,29900,29800,29900,1000,SAC
2024-06-21 09:00:00,13000,13000,13000,13000,500,ILS
2024-06-21 09:20:00,27600,27600,27600,27600,2100,MCP
2024-06-21 09:02:00,28500,28500,28500,28500,600,DTD
2024-06-21 09:15:00,14600,14600,14600,14600,1700,SKG
2024-06-21 09:06:00,4300,4300,4300,4300,100,MEC
2024-06-21 09:32:00,21120,21120,21120,21120,100,FUESSVFL
2024-06-21 10:00:00,26100,26100,26100,26100,200,VIM
2024-06-21 09:00:00,5800,5800,5700,5700,500,AAV
2024-06-21 09:06:00,7700,7700,7700,7700,3100,HRT
2024-06-21 10:06:00,12900,12900,12900,12900,100,GTD
2024-06-21 10:33:00,32450,32450,32450,32450,100,COM
2024-06-21 09:00:00,9900,10000,9800,9900,40100,VLG
2024-06-21 09:57:00,85000,85000,85000,85000,1300,GVT
2024-06-21 10:32:00,3300,3300,3300,3300,200,SD7
2024-06-21 09:02:00,30300,30300,30300,30300,2000,VRG
2024-06-21 10:17:00,37500,37500,37500,37500,2500,ACE
2024-06-21 09:05:00,7300,7300,7300,7300,900,KGM
2024-06-21 09:05:00,2800,2800,2800,2800,100,BOT
2024-06-21 09:01:00,3400,3400,3400,3400,23000,PVL
2024-06-21 09:02:00,2200,2200,2200,2200,24000,VNH
2024-06-21 09:16:00,9930,9930,9650,9650,500,VPS
2024-06-21 09:01:00,12300,12400,12300,12400,12000,BVB
2024-06-21 09:15:00,7620,7620,7620,7620,7500,HBC
2024-06-21 10:10:00,1400,1400,1400,1400,300,BHC
2024-06-21 09:03:00,12500,12500,12500,12500,1600,VNB
2024-06-21 09:15:00,29700,29700,29650,29650,123400,PC1
2024-06-21 09:00:00,135000,135000,135000,135000,2100,ACV
2024-06-21 09:46:00,24600,24600,24600,24600,2000,OPC
2024-06-21 09:03:00,28700,28700,28700,28700,200,DTD
2024-06-21 09:26:00,39100,39100,39100,39100,100,L18
2024-06-21 09:19:00,17400,17400,17400,17400,900,CTI
2024-06-21 09:22:00,16400,16400,16400,16400,600,SJD
2024-06-21 09:00:00,12100,12100,12100,12100,100,VQC
2024-06-21 10:09:00,33900,33900,33900,33900,100,TTT
2024-06-21 09:00:00,800,800,700,700,14200,ACM
2024-06-21 09:00:00,9000,9000,9000,9000,800,CAG
2024-06-21 11:25:00,35100,35100,35100,35100,500,ND2
2024-06-21 09:45:00,5400,5400,5400,5400,700,ICF
